"HighlightRow","Edit","View Audit LOG","State (XXX)","Issue  Office  (YXXX-MWO)","Location (name)","ICAO Identifier (YXXX)","Metar  (Y or N)","TAF  (Y or N)","TTF  (Y or N)","Ceilometer  (Y or N)","Vismeter  (Y or N)","AWIS  (Y or N)","AWIS Number (area code)No.","AWIS Frequency (Mhz)","BOM  Station(xxxxxx)","Secondary  &nbsp &nbsp &nbsp &nbsp Issue Office(YXXX-MWO)","ARFOR  Area(xx)","Alternate  Aero Minima  Cloud Base(Feet)","Alternate  Aero Minima  Visibility(Meters)","Slam Minima  Cloud Base(Feet)","Slam Minima  Visibility(Meters)","A Aero Minima  Cloud Base(Feet)","A Aero Minima  Visibility(Meters)","B Aero Minima  Cloud Base(Feet)","B Aero Minima  Visibility(Meters)","C Aero Minima  Cloud Base(Feet)","C Aero Minima  Visibility(Meters)","D Aero Minima  Cloud Base(Feet)","D Aero Minima  Visibility(Meters)","Main  Runway  Orientation(Degrees Magnetic)","Secondary  Runway  Orientation(Degrees Magnetic)","Tertiary  Runway  Orientation(Degrees Magnetic)","Variation  Amount  (Degrees)","Variation  Direction  (E or W)","Aero  Height  (Feet)","AWS  (Y or N)","VIS AWR  (Y or N)","VIS SYNOP  (Y or N)","Closest Vis Obs  (Y or N)","One  Minute Data  (Y or N)","Half  Hourly   (Y or N)","Hourly  Data  (Y or N)","Present  Weather Sensor Funded  (Y or N)","Lightning  Sensor  (Y or N)","Annual  Movements","Annual  Pax","GreaterThan 30000  Pax  (Y or N)","Runway  Approach  (Y or N)","Circling  Approach  (Y or N)","International  Secondary  (Y or N)","Control  Tower  (Y or N)","International  Major  (Y or N)","Etops  Alternate  (Y or N)","TAF  Classification  (A,B,C,D,E,F,G)","TAF  Cat  (1,2,3)","AIFS TAF Aifs Id (IDXXXXXX)","TAF  issues  TAF_ISS0  (HH/HH)","TAF_ISS1  Days  (A=All)","TAF  issues  TAF_ISS2  (HH/HH)","TAF_ISS3  Days  (A=All)","TAF  issues  TAF_ISS4  (HH/HH)","TAF_ISS5  Days  (A=All)","TAF  issues  TAF_ISS6  (HH/HH)","TAF_ISS7  Days  (A=All)","Validity  (Hrs)","Update  Frequency","No of  issues","TTF_ISS1  (HH/HH)","TTF_ISS2  Days","TTF ISSue  Times  TTF_ISS3  (HH/HH)","TTF_ISS4  Days","Airport  Warning  (Y or N)","Wind  Shear  Alert  (Y or N)","Temperature  Inversion   (Y or N)","ASTAS   (Y or N)","Thunderstorm  Alert   (Y or N)","Airport  Weather  Briefing   (Issue Time Z)","Code  Grey   (Y or N)","Verbal  Briefing   (Y or N)","Aero  Latitude  (Decimal  Degrees).","Aero  Longitude  (Decimal  Degrees).","Aviation  Funded (Y or N)","Aviation  Location  Type"
"___","YFDF","LOG","WA","YPPH-MWO","Fortescue Dave Forrest","YFDF","N","N","N","N","N","Y","nil","130.3","505056","","66","1457","7000","","","1307","4400","1307","4400","1457","6000","1457","7000","123","","","1","E","1563","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","C","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-22.29183","119.43733","N",""
"___","YWLU","LOG","WA","YPPH-MWO","Wiluna","YWLU","N","Y","N","N","N","N","N","N","13044","","66","1298","6000","","","1141","4400","1141","4400","1301","6000","","","146","","","1","E","1649","N","N","N","Wiluna Police","N","N","N","N","N","","","N","Y","Y","N","N","N","N","D","3","IDW53600","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-26.62925","120.22054","N","AD"
"___","YPBO","LOG","WA","YPPH-MWO","Paraburdoo","YPBO","Y","Y","N","N","N","Y","(08) 94628749","135.6","7185","","66","1664","7000","","","1354","4400","1354","4400","1514","6000","1584","7000","64","","","1","E","1406","Y","N","N","Wittenoom 120","N","N","Y","N","N","1255","61717","Y","Y","Y","N","N","N","N","B","3","IDW51100","1812","A","0012","A","","","","","18(12)","","2","","","","","N","N","N","N","N","N","N","Y","-23.17122","117.7454","Y","AD"
"___","YMNE","LOG","WA","YPPH-MWO","Mount Keith","YMNE","N","Y","N","N","N","N","","N","512019","","66","1308","6000","","","1198","4400","1198","4400","1288","6000","","","113","","","1","E","1792","N","N","N","Yeelirrie 41","N","N","N","N","N","","","N","Y","Y","N","N","N","N","D","3","IDW53700","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-27.28646","120.55473","N","AD"
"___","YMEK","LOG","WA","YPPH-MWO","Meekatharra","YMEK","Y","Y","N","Y","Y","Y","(08) 94628744","120.45","7045","","66","1317","6000","","","1177","4400","1177","4400","1267","6000","","","84","138","","1","E","1713","Y","Y","Y","","Y","Y","Y","N","N","","","N","Y","Y","N","N","N","N","C","2","IDW51200","0214","A","0820","A","1402","A","2010","A","12","","4","","","","","N","N","N","N","N","N","N","Y","-26.61175","118.54768","N","AD"
"___","YIBO","LOG","WA","YBBN-MWO","Ironbridge Mine","YIBO","Y","Y","N","N","N","N","","","504066","","68","1624","7000","","","","","","","","","","","115","","","1","E","665","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","C","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-21.2853","118.8765","N",""
"___","YBWX","LOG","WA","YPPH-MWO","Barrow island","YBWX","Y","Y","N","N","N","N","(08) 94628722","N","5094","","68","1116","5500","","","1094","4400","1094","4400","1194","6000","","","26","","","1","E","26","Y","N","N","Onslow 93","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","B","3","IDW52100","0413","A","2210","A","","","","","12 & 9","6","2","","","","","N","N","N","N","N","N","N","Y","-20.86452","115.40606","Y","AD"
"___","YXNR","LOG","WA","YPPH-MWO","North Rankin A Platform","YXNR","N","Y","N","N","N","N","N","N","","","68","1500","8000","","","","","","","","","","","","","","","","143","N","N","N","Roebourne 170","N","N","N","N","N","","","N","N","N","N","N","N","N","D","3","IDW53500","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-19.58556","116.13694","N","HLS"
"___","YTEF","LOG","WA","YPPH-MWO","Telfer","YTEF","Y","Y","N","N","N","Y","(08) 94628756","N","13030","","68","1395","6000","","","1130","4400","1130","4400","1230","6000","","","120","","","2","E","970","Y","N","N","Mandora 262","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","C","3","IDW53300","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-21.71492","122.22874","Y","AD"
"___","YNWN","LOG","WA","YPPH-MWO","Newman","YNWN","Y","Y","N","N","N","Y","(08) 94628746","135.05","7176","","68","1636","7000","","","1226","4400","1226","4400","1476","6000","1586","7000","55","","","1","E","1724","Y","N","N","Wittenoom 200","N","N","Y","N","N","1591","63812","Y","Y","Y","N","N","N","N","B","2","IDW51000","1812","A","0012","A","","","","","18(12)","","2","","","","","N","N","N","N","N","N","N","Y","-23.41783","119.80274","Y","AD"
"___","YPPD","LOG","WA","YPPH-MWO","Port Hedland","YPPD","Y","Y","N","Y","Y","Y","(08) 94628752","N","4032","","68","1327","7000","","","1147","4400","1147","4400","1247","6000","1327","7000","136","181","","1","E","33","Y","Y","Y","","Y","Y","Y","Y","N","2502","91377","Y","Y","Y","Y","N","N","N","A","1","IDW50500","1818","A","0024","A","0606","A","1212","A","24","6","4","","","","","N","N","N","N","N","N","N","Y","-20.3875","118.62444","N","AD"
"___","YOLW","LOG","WA","YPPH-MWO","Onslow","YOLW","Y","Y","N","N","N","Y","(08) 94628748","N","5017","","68","1177","6000","","","1097","4400","1097","4400","1197","6000","","","29","","","1","E","23","Y","N","N","Onslow 3.3","N","N","Y","N","N","","","N","N","Y","N","N","N","N","D","3","IDW52000","0413","A","2210","A","","","","","9","","2","","","","","N","N","N","N","N","N","N","Y","-21.6684","115.113","Y","AD"
"___","YSHG","LOG","WA","YPPH-WMO","Shay Gap","YSHG","N","N","N","N","N","N","","","504045","","68","","","","","-1","-1","","","","","","","","","","","","565","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-20.4254","120.1311","N",""
"___","YPLM","LOG","WA","YPPH-MWO","Learmonth","YPLM","Y","Y","N","Y","Y","Y","(08) 94628741","N","5007","","68","1291","7000","","","1101","4400","1101","4400","1191","6000","1291","7000","184","","","0","E","19","Y","Y","Y","","Y","Y","Y","Y","N","750","18783","N","Y","Y","Y","Y","N","N","A","1","IDW50400","1818","A","0024","A","0606","A","1212","A","24","6","4","","","","","N","N","N","N","N","N","N","Y","-22.23548","114.08854","N","AD"
"___","YPKA","LOG","WA","YPPH-MWO","Karratha","YPKA","Y","Y","N","Y","Y","Y","(08) 94628738","N","4083","","68","1557","7000","","","1320","4400","1320","4400","1510","6000","","","83","","","1","E","29","Y","N","N","Roebourne 40","N","Y","Y","N","N","2907","187395","Y","Y","Y","N","N","N","N","B","2","IDW50900","1812","A","0013","A","","","","","18(13)","","2","","","","","N","N","N","N","N","N","N","Y","-20.71667","116.77639","Y","AD"
"___","YSOL","LOG","WA","YPPH-MWO","Solomon Airport","YSOL","N","N","N","N","N","Y","","128.6500","505060","","68","2102","6000","","","","","","","","","","","89","","","1","E","2008","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","C","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-22.2547","117.847","Y",""
"___","YKDD","LOG","WA","YBBN-WMO","Gudai-Darri Mine","YKDD","Y","Y","N","Y","Y","Y","","133.350","505064","","68","1297","7000","","","","","","","","","","","114","","","1","E","1473","Y","N","N","","Y","Y","Y","N","N","","","N","N","N","N","N","N","N","C","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","Y","-22.5031","119.0723","N",""
"___","YBRM","LOG","WA","YPPH-MWO","Broome","YBRM","Y","Y","N","Y","Y","Y","(08) 94628723","N","3003","","69","1293","7000","","","1144","4400","1144","4400","1294","6000","1344","7000","104","","","2","E","57","Y","Y","Y","","Y","Y","Y","Y","N","5481","230924","Y","Y","Y","Y","N","N","N","A","2","IDW50800","1812","A","0018","A","0624","A","1206","A","18","6","4","","","","","N","N","N","N","N","N","N","Y","-17.94958","122.22774","N","AD"
"___","YKLC","LOG","WA","YBRF","Koolan Island/Central","YKLC","Y","Y","N","N","N","N","","","503621","","69","1290","7000","","","","","","","","","","","113","","","2","E","540","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","C","","","","","","","","","","","12","6","","","","","","N","N","N","N","","N","N","N","-16.12","123.73","N","AD"
"___","YPKU","LOG","WA","YPPH-MWO","Kununurra","YPKU","Y","Y","N","N","N","Y","(08) 94628739","135.7","2056","","69","1705","7000","","","1545","4400","1545","4400","1645","6000","1645","7000","117","","","3","E","145","Y","Y","Y","","N","Y","Y","N","N","2605","38886","Y","Y","Y","N","N","N","N","C","2","IDW51500","1812","A","0012","A","","","","","18(12)","","2","","","","","N","N","N","N","N","N","N","Y","-15.77804","128.70743","Y","AD"
"___","YWYM","LOG","WA","YPPH-MWO","Wyndham","YWYM","Y","Y","N","N","N","Y","(08) 94628759","N","1006","","69","2115","6000","","","1886","4400","1886","4400","2116","6000","","","122","","","2","E","14","Y","N","N","Wyndham 3.7","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","2","IDW51600","0413","A","2210","A","","","","","9","","2","","","","","N","N","N","N","N","N","N","Y","-15.51144","128.15315","Y","AD"
"___","YLBD","LOG","WA","YPPH-MWO","Lombadina","YLBD","Y","Y","N","Y","Y","N","","","503016","","69","1075","4400","","","","","","","","","","","104","","","2","E","131","Y","N","N","","Y","Y","N","N","N","","","N","N","N","N","N","N","N","B","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-16.5158","122.9214","N",""
"___","YARG","LOG","WA","YPPH-MWO","Argyle","YARG","Y","Y","N","N","N","Y","(08) 94628721","N","2064","","69","2338","7000","","","1168","4400","1168","4400","1858","6000","2338","7000","19","","","3","E","522","Y","N","N","Warmun 49","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","C","2","IDW51700","0816","A","2210","A","","","","","8","8","2","","","","","N","N","N","N","N","N","N","Y","-16.63684","128.45134","Y","AD"
"___","YFTZ","LOG","WA","YPPH-MWO","Fitzroy Crossing","YFTZ","Y","Y","N","N","N","Y","(08) 94628732","N","3093","","69","1272","6000","","","1272","4400","1272","4400","1272","6000","","","15","","","2","E","368","Y","N","N","Cadjebut 78","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDW53100","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-18.182","125.55867","Y","AD"
"___","YTST","LOG","WA","YPDN-MWO","Mungalalu-Truscott","YTST","Y","Y","N","N","N","N","N","N","1020","","69","1220","6000","","","1185","4400","1185","4400","1225","6000","","","126","","","2","E","","Y","N","N","Kalumburu","N","N","N","N","N","","","N","N","Y","N","N","N","N","C","3","IDD53600","1908","A","0214","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-14.08969","126.38069","N","ALA"
"___","YDBY","LOG","WA","YPPH-MWO","Derby","YDBY","Y","Y","N","N","N","Y","(08) 94628730","135.5","3032","","69","1316","6000","","","","","","","","","","","54","108","","2","E","24","Y","N","N","Cygnet Bay 124","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","C","3","IDW51900","0416","A","2210","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-17.3701","123.66065","Y","AD"
"___","YCIN","LOG","WA","YPPH-MWO","Curtin/Derby South","YCIN","Y","Y","N","Y","Y","39238","(08) 94628729","N","3080","","69","1290","7000","","","1130","4400","1130","4400","1230","6000","1290","7000","108","","","2","E","300","Y","N","N","Cygnet Bay 152","N","N","Y","N","N","","","N","Y","Y","N","Y","N","N","B","2","IDW50700","","","","","","","","","","-1","","","","","","N","N","N","N","N","N","N","Y","-17.58145","123.82819","Y","AD"
"___","YBGO","LOG","WA","YPPH-MWO","Balgo Hill","YBGO","N","Y","N","N","N","N","","N","13045","","69","1200","6000","","","1150","4400","1150","4400","1250","6000","","","144","","","3","E","1440","N","N","N","Rabbit Flat 211","N","N","N","N","N","","","N","Y","Y","N","N","N","N","D","3","IDW53200","1812","A","0012","A","","","","","18","6","2","","","","","N","N","N","N","N","N","N","Y","-20.14827","127.97398","N","AD"
"___","YHLC","LOG","WA","YPPH-MWO","Halls Creek","YHLC","Y","Y","N","N","N","Y","(08) 94628735","N","2079","","69","1604","6000","","","1504","4400","1504","4400","1604","6000","","","41","83","","3","E","1346","Y","Y","Y","","Y","Y","Y","N","N","","","N","Y","Y","N","N","N","N","C","3","IDW51800","0413","A","2210","A","","","","","9","","2","","","","","N","N","N","N","N","N","N","Y","-18.23396","127.6696","N","AD"
"___","YDPO","LOG","TAS-ANT","YMHB-MWO","Devonport","YDPO","Y","Y","N","Y","Y","Y","(03) 6427 8513","116.3, 281","91126","","70","1857","7000","","","1307","4400","1307","4400","1407","6000","1677","7000","62","142","","14","E","33","Y","Y","N","","N","N","Y","N","N","4822","114962","Y","Y","Y","N","N","N","N","C","2","IDT50200","1812","A","0012","A","0618","A","1224","A","12 (18)","6","4","","","","","N","N","N","N","N","N","N","Y","-41.17444","146.42528","Y","AD"
"___","YMHB","LOG","TAS-ANT","YMHB-MWO","Hobart Aero","YMHB","Y","Y","N","Y","Y","Y","(03) 6248 4395","N","94250","","70","2087","7000","","","1727","4400","1727","4400","2037","6000","2037","7000","120","","","15","E","13","Y","Y","Y","","Y","Y","Y","N","N","12267","1224733","Y","Y","Y","Y","Y","N","N","A","2","IDT50100","1812","A","0018","A","0624","A","1206","A","18","6","4","","","","","Y","Y","N","N","N","N","N","Y","-42.83722","147.5","Y","AD"
"___","YMLT","LOG","TAS-ANT","YMHB-MWO","Launceston","YMLT","Y","Y","N","Y","Y","Y","(03) 6391 8111","N","91311","","70","1608","7000","1000","5500","1388","4400","1388","4400","1618","6000","1618","7000","133","","","14","E","562","Y","Y","Y","","Y","Y","Y","Y","N","7967","667131","Y","Y","Y","Y","Y","N","N","A","2","IDT50900","1812","A","0018","A","0624","A","1206","A","18","6","4","","","","","Y","Y","N","N","N","N","N","Y","-41.54944","147.20694","Y","AD"
"___","YWYY","LOG","TAS-ANT","YMHB-MWO","Wynyard (Burnie)","YWYY","Y","Y","N","Y","Y","Y","(03) 6442 4159","115.8, 302","91107","","70","1707","6000","","","1608","4400","1608","4400","1705","6000","","","51","86","","13","E","62","Y","N","N","","N","N","Y","N","N","4071","88465","Y","Y","Y","N","N","N","N","C","2","IDT50300","1812","A","0012","A","0618","A","1224","A","12 (18)","6","4","","","","","N","N","N","N","N","N","N","Y","-40.99879","145.73122","Y","AD"
"___","YSTH","LOG","TAS-ANT","YMHB-MWO","St Helens","YSTH","Y","Y","N","N","N","Y","(03) 6376 3581","N","92120","","70","1582","4400","","","1392","4400","1392","4400","","","","","79","","","15","E","158","Y","N","Y","","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDT50800","2008","A","0214","A","0820","A","1402","A","12","","4","","","","","N","N","N","N","N","N","N","Y","-41.3368","148.28185","Y","AD"
"___","YSRN","LOG","TAS-ANT","YMHB-MWO","Strahan","YSRN","Y","Y","N","Y","Y","Y","(03) 6471 7607","N","97072","","70","1574","6000","","","1274","4400","1274","4400","1574","6000","","","178","","","14","E","66","Y","Y","Y","","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","C","3","IDT50600","2008","A","0214","A","0820","A","1402","A","12","","4","","","","","N","N","N","N","N","N","N","Y","-42.15563","145.29129","Y","AD"
"___","YSMI","LOG","TAS-ANT","YMHB-MWO","Smithton","YSMI","Y","Y","N","N","N","Y","(03) 6452 2812","N","91292","","70","1500","8000","","","1249","4400","1249","4400","1479","6000","","","","","","13","E","31","Y","N","Y","","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDT50700","2008","A","0209","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-40.83502","145.08374","Y","AD"
"___","YNGU","LOG","NT","YPDN-MWO","Ngukurr","YNGU","N","Y","N","N","N","N","N","N","14299","","80","1595","6000","","","1455","4400","1455","4400","1595","6000","","","111","","","4","E","45","N","N","N","Ngukurr Police","N","N","N","N","N","","","N","Y","Y","N","N","N","N","D","3","IDD51100","2008","W","2210","M,TU,T,F","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-14.72283","134.7476","N","AD"
"___","YMGB","LOG","NT","YPDN-MWO","Milingimbi","YMGB","Y","Y","N","N","N","Y","(08) 8987 9828","N","14404","","80","1207","6000","","","1107","4400","1107","4400","1207","6000","","","113","","","3","E","53","Y","N","N","Elcho Is 73","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDD51700","2008","A","0211","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-12.09447","134.89353","Y","AD"
"___","YPTN","LOG","NT","YPTN-DWSO","Tindal","YPTN","Y","Y","Y","Y","Y","Y","(08) 8973 6778","316.3","14932","YPDN-MWO","80","1407","7000","","","","","","","","","","","136","","","3","E","443","Y","Y","N","","Y","Y","Y","N","PR","","","N","Y","Y","Y","Y","N","N","A","1","IDD50100","1818","A","0024","A","0606","A","1212","A","24","6","4","D","D","","","Y","N","N","N","N","N","N","Y","-14.52099","132.37786","N","AD"
"___","YGBI","LOG","NT","YPDN-MWO","South Goulburn Island (Warruwi)","YGBI","Y","Y","N","N","N","N","N","N","14401","","80","1500","8000","","","","","","","","","","","97","","","3","E","63","Y","N","N","Oenpelli 83","N","N","Y","N","N","","","N","N","N","N","N","N","N","D","3","IDD52200","2210","T,W,T,F","2109","M,SA","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-11.65061","133.38206","N","AD"
"___","YSNB","LOG","NT","YPDN-MWO","Snake Bay","YSNB","N","N","N","N","N","N","N","N","","","80","1217","6000","","","1107","4400","1107","4400","1217","6000","","","","","","","","173","N","N","N","Pirlingimpi","N","N","N","N","N","","","N","Y","Y","N","N","N","N","D","3","IDD51800","2008","A","0211","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-11.42288","130.65352","N","AD"
"___","YBTI","LOG","NT","YPDN-MWO","Bathurst Island (Nguiu)","YBTI","N","Y","N","N","N","N","N","N","","","80","1433","6000","","","1223","4400","1223","4400","1433","6000","","","148","","","2","E","67","N","N","N","Pirlingimpi","N","N","N","N","N","","","N","Y","Y","N","N","N","N","C","3","IDD51500","2008","A","0211","A","","","","","12","6","2","","","","","N","N","N","N","N","N","N","Y","-11.76909","130.61974","N","AD"
"___","YBYU","LOG","EXT","YPDN-MWO","Bayu Undan","YBYU","Y","Y","N","N","N","N","N","N","401476","","80","1500","8000","","","","","","","","","","","","","","","","42","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","D","3","IDD55200","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","Y","-11.0494","126.6183","N","HLS"
"___","YBRL","LOG","NT","YPDN-MWO","Borroloola","YBRL","Y","N","N","N","N","N","N","N","14723","","80","1325","6000","","","1225","4400","1225","4400","1325","6000","","","16","","","4","E","55","Y","N","N","McArthur River 48","N","N","Y","N","N","","","N","N","Y","N","N","N","N","D","3","IDD51300","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-16.07527","136.30234","Y","ALA"
"___","YSMP","LOG","NT","YPDN-MWO","Smith Point","YSMP","N","Y","N","N","N","N","N","N","14153","","80","1500","8000","","","","","","","","","","","","","","","","","N","N","N","Black Point","N","N","N","N","N","","","N","N","N","N","N","N","N","D","3","IDD52000","2008","M,TU,T","2210","F","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-11.15","132.15","N","ALA"
"___","YPDN","LOG","NT","YPDN-MWO","Darwin Aero","YPDN","Y","Y","Y","Y","Y","Y","(08) 8924 2318","N","14015","","80","1497","7000","800","4000","1087","4400","1087","4400","1147","6000","","","106","177","","3","E","103","Y","Y","Y","","Y","Y","Y","Y","Pr","16400","1073291","Y","Y","Y","N","Y","Y","N","A","1","IDD50000","1800","A","0006","A","0612","A","1218","A","30","6","4","1930-0730","A","","","Y","Y","N","N","Y","06, 18 (Wet), 06 (Dry)","N","Y","-12.41833","130.8675","N","AD"
"___","YELD","LOG","NT","YPDN-MWO","Elcho Island (Ngayawili)","YELD","Y","Y","N","N","N","N","N","N","14517","","80","1199","6000","","","1109","4400","1109","4400","1199","6000","","","96","","","3","E","101","Y","N","N","Elcho Is EFB 1","N","N","N","N","N","2335","9602","N","Y","Y","N","N","N","N","D","2","IDD50500","2008","A","0211","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-12.01934","135.57065","N","AD"
"___","YPGV","LOG","NT","YPDN-MWO","Gove","YPGV","Y","Y","N","Y","Y","Y","(08) 8987 2710","126.45","14508","","80","1305","7000","","","1148","4400","1148","4400","1248","6000","1305","7000","126","","","4","E","205","Y","Y","Y","","Y","Y","Y","N","N","4130","94394","Y","Y","Y","N","N","N","N","C","2","IDD50200","1812","A","0012","A","0618","A","1224","A","12 (18)","6","4","","","","","N","N","N","N","N","N","N","Y","-12.26931","136.81832","Y","AD"
"___","YGTE","LOG","NT","YPDN-MWO","Groote Eylandt","YGTE","Y","Y","N","N","N","Y","(08) 8987 7086","N","14518","","80","1517","6000","","","1357","4400","1357","4400","1517","6000","","","95","","","4","E","53","Y","N","N","Alyangula 15","N","N","Y","N","N","1655","15111","N","Y","Y","N","N","N","N","C","2","IDD50700","2008","A","0214","A","0820","A","1402","A","12","","4","","","","","N","N","N","N","N","N","N","Y","-13.975","136.46","Y","AD"
"___","YGPT","LOG","QLD","UNKNOWN","Pirlangimpi Airport","YGPT","N","N","N","N","N","N","","","14142","","80","","","","","-1","-1","","","","","","","39","","","2","E","60","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","D","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-11.4021","130.4217","N","AD"
"___","YJAB","LOG","NT","YPDN-MWO","Jabiru","YJAB","Y","Y","N","N","N","Y","(08) 8979 3181","N","14198","","80","2035","6000","","","1105","4400","1105","4400","","","","","92","","","3","E","85","Y","N","N","Oenpelli 41","N","N","Y","N","N","","","N","N","Y","N","N","N","N","D","2","IDD50800","2109","M,TU,W,T,F","2110","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-12.65842","132.89309","N","ALA"
"___","YPKT","LOG","NT","YPDN-MWO","Port Keats","YPKT","Y","Y","N","N","N","Y","(08) 8987 2188","N","14948","","80","1419","6000","","","","","","","","","","","158","","","3","E","91","Y","N","N","Mango Farm","N","N","Y","N","N","","","N","N","N","N","N","N","N","D","3","IDD52900","","M,T,W,T,F","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-14.24987","129.52922","N","AD"
"___","YPCM","LOG","NT","UNKNOWN","Pickertarmoor","YPCM","N","N","N","N","N","N","N","N","","","80","","","","","-1","-1","","","","","","","","","","","","","N","N","N","Pirlingimpi","N","N","N","N","N","","","N","N","N","N","N","N","N","","","IDD51900","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","Y","-11.76667","130.86667","N","ALA"
"___","YMGD","LOG","NT","YPDN-MWO","Maningrida","YMGD","Y","Y","N","N","N","Y","(08) 8979 5604","N","14405","","80","1207","6000","","","1107","4400","1107","4400","1207","6000","","","145","","","3","E","123","Y","N","N","Maningrida Police 1.3","N","N","Y","N","N","2755","23399","N","Y","Y","N","N","N","N","C","2","IDD50600","2008","A","0211","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-12.05605","134.23408","Y","AD"
"___","YMHU","LOG","NT","YPDN-MWO","McArthur River Mine","YMHU","Y","Y","N","N","N","N","N","N","14704","","80","1504","6000","","","1309","4400","1309","4400","1509","6000","","","65","","","4","E","131","Y","N","N","McArthur River Mine","N","N","Y","N","N","939","18259","N","Y","Y","N","N","N","N","D","3","IDD53400","2008","A","0214","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-16.44253","136.08373","N","AD"
"___","YVRD","LOG","NT","YPDN-MWO","Victoria River Downs","YVRD","Y","Y","N","N","N","N","N","N","14825","","80","1209","4400","","","1209","4400","1209","4400","","","","","","","","3","E","291","Y","N","Y","","N","N","Y","N","N","","","N","N","Y","N","N","N","N","D","3","IDD51200","","TU,T,F","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-16.40362","131.0025","Y","ALA"
"___","YHOO","LOG","NT","YPDN-MWO","Hooker Creek (Lajamanu)","YHOO","Y","Y","N","N","N","N","N","N","14829","","84","1500","8000","","","1150","4400","1150","4400","1200","6000","","","101","","","3","E","1050","Y","N","N","Wave Hill 117","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDD51000","","M,TU,W,T,F","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-18.33586","130.64344","Y","AD"
"___","YWAV","LOG","NT","YPDN-MWO","Wave Hill","YWAV","N","Y","N","N","N","N","N","N","14840","","84","1500","8000","","","1242","6000","","","","","","","","","","3","E","658","N","N","N","","N","N","N","N","N","","","N","N","Y","N","N","N","N","D","3","IDD51400","","TU,T,F","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-17.39364","131.1191","N","ALA"
"___","YTGT","LOG","NT","YPDN-MWO","The Granites","YTGT","N","Y","N","N","N","N","N","N","","","84","1291","7000","","","","","","","","","","","114","","","3","E","","N","N","N","Rabbit Flat see comment)","N","N","N","N","N","","","N","N","N","N","N","N","N","C","3","IDD52500","2008","A","0211","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-20.54833","130.34667","N","ALA"
